movie_tv_goal_4-21###6617	4	"DA: <knowledge> ( tv ) available_options "" 1 "" , decade "" 2010er "" , director "" Nobuhiro Doi "" , douban_score "" 9.1 "" , episode_length "" 45 Minuten "" , episodes "" 10 Folgen "" , name_list "" Matsu Takako/Mitsushima Hikari/Takahashi Issey "" , premiere_time "" 17.01.2017 in Japan "" , production_country_or_area "" Japan "" , star "" Matsu Takako "" , title "" Quartett "" , type "" spannend "" <endofknowledge> <state> ( tv ) decade equal_to "" 2010er "" , production_country_or_area equal_to "" japanische Fernsehsendung "" , type equal_to "" spannend "" <endofstate> <history> AGENT_ACTS_PREV: ( tv ) request type AGENT_ACTS: ( tv ) recommend title equal_to "" Quartett "" USER: Wann war die Premiere? <endofhistory>"	"( tv ) inform premiere_time equal_to "" 17. Januar 2017 """	premiere_time	17. Januar 2017
PC_goal_2-50_v2###10456	2	"DST: <state> ( pc ) brand equal_to "" Lenovo "" , memory_capacity equal_to "" 8GB "" , screen_size equal_to "" 14 Zoll "" , usage equal_to "" leichten Laptop "" <endofstate> <history> AGENT_ACTS: ( pc ) greeting , recommend product_name equal_to "" Lenovo 7000 Xiaoxin Chao "" USER: Wie viel kostet das? <endofhistory>"	"( pc ) brand equal_to "" Lenovo "" , memory_capacity equal_to "" 8GB "" , screen_size equal_to "" 14 Zoll "" , series equal_to "" Lenovo Xiaoxin Chao "" , usage equal_to "" leichten Laptop """	series	Lenovo Xiaoxin Chao
PC_goal_2-50_v2###10456	3	"DA: <knowledge> ( pc ) available_options "" 1 "" , brand "" Lenovo "" , colour "" hauptsächlich blau "" , computer_type "" Laptop "" , cpu "" Intel-Core i5 "" , cpu_model "" Intel Core i5-8250U "" , features "" PCIE-SSD, doppelte Festplatten, Schnellladung und Typ-C-Anschluss "" , game_performance "" Einstiegslevel "" , gpu_category "" integrierte Grafikkarte "" , gpu_model "" Sonstiges "" , hard_disk_capacity "" 256 GB SSD "" , memory_capacity "" 8GB "" , operating_system "" Windows 10 "" , price "" 4.999 Yuan "" , pricerange "" <5.000 "" , product_name "" Lenovo Xiaoxin Chao 7000 "" , screen_size "" 14 Zoll "" , series "" Lenovo Xiaoxin Chao 7000 Series "" , standby_time "" >9 Stunden "" , usage "" Leicht "" , weight "" 1.5-2kg "" <endofknowledge> <state> ( pc ) brand equal_to "" Lenovo "" , memory_capacity equal_to "" 8GB "" , screen_size equal_to "" 14 Zoll "" , series equal_to "" Lenovo Xiaoxin Chao "" , usage equal_to "" leichten Laptop "" <endofstate> <history> AGENT_ACTS_PREV: ( pc ) greeting , recommend product_name equal_to "" Lenovo 7000 Xiaoxin Chao "" AGENT_ACTS: ( pc ) inform price equal_to "" 4.999 Yuan "" USER: Was ist seine Standby-Zeit? <endofhistory>"	"( pc ) inform standby_time equal_to "" über 9 Stunden """	standby_time	über 9 Stunden
movie_goal_4-6_v2###9995	1	DST: <state> null <endofstate> <history> USER: Hallo, ich verbringe meinen Urlaub zu Hause und möchte einen Film aus Taiwan sehen. Wu Kang-Ren ist mein Lieblingsschauspieler, gibt es einen Film mit ihm? Bitte empfehlen Sie mir einen Film. <endofhistory>	"( movie ) production_country_or_area equal_to "" Taiwan, China "" , star equal_to "" Wu Kang-Ren """	production_country_or_area	Taiwan, China
movie_goal_4-6_v2###9995	2	"DA: <knowledge> ( movie ) available_options "" 1 "" , decade "" 2010er "" , director "" Lingo Hsieh "" , douban_score "" 6.9 "" , film_length "" 89 Minuten "" , name_list "" Wu Kang-Ren/Hsieh Hsin-Ying/Tanaka Chie/Yen Cheng-Lan "" , production_country_or_area "" Taiwan, China "" , release_date "" 2015-08-20 in Taiwan, China "" , star "" Wu Kang-Ren "" , title "" Die Braut "" , type "" Grusel "" <endofknowledge> <state> ( movie ) production_country_or_area equal_to "" Taiwan, China "" , star equal_to "" Wu Kang-Ren "" <endofstate> <history> AGENT_ACTS: ( movie ) recommend title equal_to "" Die Braut "" USER: Wann wurde der Film uraufgeführt? <endofhistory>"	"( movie ) inform release_date equal_to "" Taiwan, China or August 20, 2015 """	release_date	Taiwan, China or August 20, 2015
movie_goal_4-6_v2###9995	3	"DA: <knowledge> ( movie ) available_options "" 1 "" , decade "" 2010er "" , director "" Lingo Hsieh "" , douban_score "" 6.9 "" , film_length "" 89 Minuten "" , name_list "" Wu Kang-Ren/Hsieh Hsin-Ying/Tanaka Chie/Yen Cheng-Lan "" , production_country_or_area "" Taiwan, China "" , release_date "" 2015-08-20 in Taiwan, China "" , star "" Wu Kang-Ren "" , title "" Die Braut "" , type "" Grusel "" <endofknowledge> <state> ( movie ) production_country_or_area equal_to "" Taiwan, China "" , star equal_to "" Wu Kang-Ren "" <endofstate> <history> AGENT_ACTS_PREV: ( movie ) recommend title equal_to "" Die Braut "" AGENT_ACTS: ( movie ) inform release_date equal_to "" Taiwan, China or August 20, 2015 "" USER: Wer spielt noch darin mit? Wie lang ist der Film? <endofhistory>"	"( movie ) inform film_length equal_to "" 89 Minuten "" , inform name_list equal_to "" Hsieh Hsin-Ying, Tanaka Chie und Yen Cheng-Lan """	name_list	Hsieh Hsin-Ying, Tanaka Chie und Yen Cheng-Lan
movie_goal_4-6_v2###9995	4	"DST: <state> ( movie ) production_country_or_area equal_to "" Taiwan, China "" , star equal_to "" Wu Kang-Ren "" <endofstate> <history> AGENT_ACTS_PREV: ( movie ) inform release_date equal_to "" Taiwan, China or August 20, 2015 "" AGENT_ACTS: ( movie ) inform film_length equal_to "" 89 Minuten "" , inform name_list equal_to "" Hsieh Hsin-Ying, Tanaka Chie und Yen Cheng-Lan "" USER: Können Sie mir helfen, einen Film mit Ko Chen-Tung zu finden? <endofhistory>"	"( movie ) production_country_or_area equal_to "" Taiwan, China "" , star equal_to "" Ko Chen Tung """	star	Ko Chen Tung
attraction_goal_4-41_v2###2284	1	DST: <state> null <endofstate> <history> USER: Hallo, ich bin ein Einheimischer in Suzhou und mein Freund kommt mich besuchen. Ich habe vor, ihn in ein Naturgebiet zu bringen, vielleicht in eine Wasserstadt. Ich hätte lieber etwas günstigeres, habt ihr Empfehlungen? <endofhistory>	"( attraction ) consumption equal_to "" günstiger "" , type equal_to "" Stadt am Wasser """	type	Stadt am Wasser
movie_tv_goal_1-20###6608	1	DST: <state> null <endofstate> <history> USER: Ich suche einen Film. Können Sie mir eine Komödie vom chinesischen Festland aus den 2010er Jahren empfehlen? <endofhistory>	"( movie ) decade equal_to "" 2010er "" , production_country_or_area equal_to "" Chinesisches Festland "" , type equal_to "" Komödie """	production_country_or_area	Chinesisches Festland
movie_tv_goal_1-20###6608	5	"DST: <state> ( movie ) decade equal_to "" 2010er "" , production_country_or_area equal_to "" Chinesisches Festland "" , type equal_to "" Komödie "" <endofstate> <history> AGENT_ACTS_PREV: ( movie ) inform star equal_to "" Xu Zheng "" AGENT_ACTS: ( movie ) inform film_length equal_to "" 117 Minuten "" USER: Ich möchte auch eine Fernsehsendung sehen. Können Sie einen Drama-Film von China empfehlen? <endofhistory>"	"( movie ) decade equal_to "" 2010er "" , production_country_or_area equal_to "" Chinesisches Festland "" , type equal_to "" Komödie "" ( tv ) production_country_or_area equal_to "" Chinesisches Festland "" , type equal_to "" Dramafilm """	type	Dramafilm
attraction_hotel_goal_1-53###5687	1	DST: <state> null <endofstate> <history> USER: Ich komme für eine Reise nach Suzhou. Zunächst hoffe ich, einen geeigneten Ort für ein Date im Suzhou New District zu finden. Könnt ihr einen empfehlen? <endofhistory>	"( attraction ) area equal_to "" Neuer Bezirk von Suzhou "" , the_most_suitable_people equal_to "" Date """	area	Neuer Bezirk von Suzhou
attraction_hotel_goal_1-53###5687	6	"DA: <knowledge> ( attraction ) address "" östlich der Yanghan East Road und westlich der Shanshenwan Road, Suzhou New District, Suzhou City "" , area "" Neuer Bezirk von Suzhou "" , available_options "" 1 "" , consumption "" etwas teurer "" , features "" Waldthema. Es ist wie in einem riesigen Wald in der Nähe des Ozeans. "" , metro_station "" FALSCH "" , name "" Suzhou Vergnügungsland Wald und Wasserwelt "" , opening_hours "" 09:00-17:00 "" , phone_number "" 0512-68717107 "" , score "" 4.4 "" , the_most_suitable_people "" Datierung "" , ticket_price "" 198 Yuan "" , type "" Freizeitpark "" , ( hotel ) address "" Nr. 1, Shishan Road, Suzhou New District, Suzhou "" , area "" Neuer Bezirk von Suzhou "" , available_options "" 1 "" , hotel_type "" Erholungsort "" , name "" Suzhou New City Grand Rezen Hotel "" , parking "" frei "" , phone_number "" 0512-68182888 "" , pricerange "" etwas teurer "" , room_charge "" 1019 Yuan "" , room_type "" Standardzimmer "" , score "" 4.8 "" , star "" 5 "" <endofknowledge> <state> ( attraction ) area equal_to "" Neuer Bezirk von Suzhou "" , name equal_to "" Suzhou Vergnügungsland Wald und Wasserwelt "" , the_most_suitable_people equal_to "" Date "" , ( hotel ) area equal_to "" Neuer Bezirk von Suzhou "" , name equal_to "" New City Grand Rezen Hotel "" , room_type equal_to "" ein Standardzimmer "" , star equal_to "" 5 "" <endofstate> <history> AGENT_ACTS_PREV: ( hotel ) recommend name equal_to "" New City Grand Rezen Hotel "" AGENT_ACTS: ( hotel ) inform room_type equal_to "" ein Standardzimmer "" USER: Wie viel kostet ein Standardzimmer? Ich schätze, es ist teuer in einem 5-Sterne Hotel, oder? <endofhistory>"	"( hotel ) inform room_charge equal_to "" 1.019 Yuan """	room_charge	1.019 Yuan
tv_goal_3-33_v2###9958	1	DST: <state> null <endofstate> <history> USER: Hallo, ich schaue gerne Fernsehsendungen, besonders japanische. Könnt ihr einen Krimi mit hoher Bewertung empfehlen? <endofhistory>	"( tv ) production_country_or_area equal_to "" japanisch "" , type equal_to "" Krimidrama """	type	Krimidrama
tv_goal_3-33_v2###9958	2	"DA: <knowledge> ( tv ) available_options "" 2 "" , decade "" 2010er "" , director "" Jun'ichi Ishikawa "" , douban_score "" 9.4 "" , episode_length "" 54 Minuten "" , episodes "" 11 Folgen "" , name_list "" Sakai Masato/Aragaki Yui/Namase Katsuhisa "" , premiere_time "" 2012-04-17 in Japan "" , production_country_or_area "" Japan "" , star "" Masato Sakai "" , title "" Legal hoch "" , type "" Verbrechen "" <endofknowledge> <state> ( tv ) production_country_or_area equal_to "" japanisch "" , type equal_to "" Krimidrama "" <endofstate> <history> AGENT_ACTS: ( tv ) recommend title equal_to "" Legal hoch "" USER: Wer sind die Hauptdarsteller? Wie viele Folgen hat es? <endofhistory>"	"( tv ) inform episodes equal_to "" 11 Folgen "" , inform name_list equal_to "" Sakai Masato, Aragaki Yui und Namase Katsuhisa """	name_list	Sakai Masato, Aragaki Yui und Namase Katsuhisa
tv_goal_3-33_v2###9958	3	"DST: <state> ( tv ) production_country_or_area equal_to "" japanisch "" , type equal_to "" Krimidrama "" <endofstate> <history> AGENT_ACTS_PREV: ( tv ) recommend title equal_to "" Legal hoch "" AGENT_ACTS: ( tv ) inform episodes equal_to "" 11 Folgen "" , inform name_list equal_to "" Sakai Masato, Aragaki Yui und Namase Katsuhisa "" USER: Wann wurde es uraufgeführt? <endofhistory>"	"( tv ) production_country_or_area equal_to "" Japan "" , type equal_to "" Krimidrama """	production_country_or_area	Japan
tv_goal_3-33_v2###9958	3	"DA: <knowledge> ( tv ) available_options "" 2 "" , decade "" 2010er "" , director "" Jun'ichi Ishikawa "" , douban_score "" 9.4 "" , episode_length "" 54 Minuten "" , episodes "" 11 Folgen "" , name_list "" Sakai Masato/Aragaki Yui/Namase Katsuhisa "" , premiere_time "" 2012-04-17 in Japan "" , production_country_or_area "" Japan "" , star "" Masato Sakai "" , title "" Legal hoch "" , type "" Verbrechen "" <endofknowledge> <state> ( tv ) production_country_or_area equal_to "" Japan "" , type equal_to "" Krimidrama "" <endofstate> <history> AGENT_ACTS_PREV: ( tv ) recommend title equal_to "" Legal hoch "" AGENT_ACTS: ( tv ) inform episodes equal_to "" 11 Folgen "" , inform name_list equal_to "" Sakai Masato, Aragaki Yui und Namase Katsuhisa "" USER: Wann wurde es uraufgeführt? <endofhistory>"	"( tv ) inform premiere_time equal_to "" am 17. April 2012 in Japan """	premiere_time	am 17. April 2012 in Japan
hotel_goal_1-25###5657	1	DST: <state> null <endofstate> <history> USER: Wegen der Arbeit gehe ich geschäftlich in den Bezirk Wuzhong, Suzhou. Könnt ihr mir ein günstigeres Hotel in der Nähe empfehlen? <endofhistory>	"( hotel ) area equal_to "" Wuzhong District "" , pricerange equal_to "" günstiger """	area	Wuzhong District
hotel_goal_1-25###5657	3	"DA: <knowledge> ( hotel ) address "" der Busbahnhof in der Guangjian Road Nr. 67, Bezirk Wuzhong, Suzhou "" , area "" Wuzhong District "" , available_options "" 1 "" , hotel_type "" Geschäft "" , name "" Chengyi Lianhao Hotel "" , parking "" N / A "" , phone_number "" 0512-67079995 "" , pricerange "" billig "" , room_charge "" 168 Yuan "" , room_type "" Standardzimmer "" , score "" 4.6 "" , star "" 2 "" <endofknowledge> <state> ( hotel ) area equal_to "" Wuzhong District "" , name equal_to "" Chengyi Lianhao Hotel "" , pricerange equal_to "" günstiger "" , room_type equal_to "" Standardzimmer "" <endofstate> <history> AGENT_ACTS_PREV: ( hotel ) recommend name equal_to "" Chengyi Lianhao Hotel "" AGENT_ACTS: ( hotel ) inform room_type equal_to "" Standardzimmer "" USER: Wo ist das Hotel? <endofhistory>"	"( hotel ) inform address equal_to "" gegenüber der Bushaltestelle Nr. 67, Guangjian Road, Bezirk Wuzhong, Suzhou """	address	gegenüber der Bushaltestelle Nr. 67, Guangjian Road, Bezirk Wuzhong, Suzhou
flight_weather_goal_1-40###7160	2	"DST: <state> ( flight ) date equal_to "" nächsten Samstag "" , departure equal_to "" Xiamen "" , destination equal_to "" Peking "" <endofstate> <history> AGENT_ACTS: ( flight ) recommend flight_information equal_to "" CZ5036 von China Southern Airlines, vom Terminal 3 des Gaoqi International Airport zum Terminal 2 des Beijing Capital International Airport "" USER: Ok, ich möchte in der ersten Klasse reisen, sind noch Plätze frei? Ich genieße eine ruhige Umgebung. <endofhistory>"	"( flight ) class_cabin equal_to "" erste Klasse "" , date equal_to "" nächsten Samstag "" , departure equal_to "" Xiamen "" , destination equal_to "" Peking """	class_cabin	erste Klasse
attraction_restaurant_hotel_goal_3-28_v2###8000	3	"DST: <state> ( hotel ) area equal_to "" Industriepark Suzhou "" , name equal_to "" Jinji Lake Shilla Hotel "" , pricerange equal_to "" etwas teurer "" <endofstate> <history> AGENT_ACTS_PREV: ( hotel ) recommend name equal_to "" Jinji Lake Shilla Hotel "" AGENT_ACTS: ( hotel ) inform address equal_to "" Moderner Freizeitplatz, Wangdun Road, Industriepark Suzhou, Suzhou "" , inform score equal_to "" 4.6 "" USER: Ich habs. Können Sie die beliebtesten landschaftlichen Aussichtspunkte in diesem Bezirk empfehlen? <endofhistory>"	"( attraction ) area equal_to "" Industriepark Suzhou "" , type equal_to "" landwirtschaftliche Aussichtspunkte "" ( hotel ) area equal_to "" Industriepark Suzhou "" , name equal_to "" Jinji Lake Shilla Hotel "" , pricerange equal_to "" etwas teurer """	type	landwirtschaftliche Aussichtspunkte
Class_goal_1-24###4046	1	DST: <state> null <endofstate> <history> USER: Hallo, mein Kind ist in der sechsten Klasse. Könnt ihr mir einen Nachhilfekurs empfehlen? <endofhistory>	"( class ) grade equal_to "" sechste Klasse """	grade	sechste Klasse
Class_goal_1-24###4046	6	"DA: <knowledge> ( class ) area "" Neuer Bezirk von Suzhou "" , available_options "" 1 "" , campus "" Xijin-Handelsplatz, Suzhou New District "" , class_number "" PE6T48010 "" , classroom "" Raum 103, Xijin Commercial Square Learning Center "" , day "" Samstag "" , end_date "" 11. April 2020 "" , end_time "" 17:40 "" , grade "" sechste Klasse "" , hours "" 12 "" , level "" Grundklasse "" , price "" 960 "" , start_date "" 7. März 2020 "" , start_time "" 15:40 "" , subject "" Englisch "" , teacher "" Chen Keuchen "" , time "" Nachmittag "" , times "" 6 "" , type "" von Angesicht zu Angesicht "" <endofknowledge> <state> ( class ) day equal_to "" Samstag "" , grade equal_to "" sechste Klasse "" , subject equal_to "" Englisch "" , time equal_to "" Nachmittag "" <endofstate> <history> AGENT_ACTS_PREV: ( class ) inform hours equal_to "" 12 "" , inform times equal_to "" 6 "" AGENT_ACTS: ( class ) inform start_time equal_to "" 17:40 "" USER: Oh, fast hätte ich vergessen zu fragen, wie viel kostet es? <endofhistory>"	"( class ) inform price equal_to "" 960 Yuan """	price	960 Yuan
tv_goal_3-41_v2###9786	2	"DA: <knowledge> ( tv ) available_options "" 2 "" , decade "" 2010er "" , director "" Lee Chang-Hee "" , douban_score "" 8.4 "" , episode_length "" 60 Minuten "" , episodes "" 10 Folgen "" , name_list "" Ich bin Si-wan, Lee Dong-wook, Lee Jung-eun und Lee Hyun-wook "" , premiere_time "" 31. August 2019 in Südkorea "" , production_country_or_area "" Korea "" , star "" Ich bin Si-wan "" , title "" Die Hölle sind andere Menschen "" , type "" Verbrechen "" <endofknowledge> <state> ( tv ) production_country_or_area equal_to "" südkoreanisch "" , type equal_to "" Krimidrama "" <endofstate> <history> AGENT_ACTS: ( tv ) recommend title equal_to "" Die Hölle sind andere Menschen "" USER: Alles klar, wer sind die Hauptdarsteller? Gibt es berühmte? <endofhistory>"	"( tv ) inform name_list equal_to "" Im Wung Jae, Lee Dong Wook, Lee Jung-eun und Lee Hyun Wook """	name_list	Im Wung Jae, Lee Dong Wook, Lee Jung-eun und Lee Hyun Wook
tv_goal_3-41_v2###9786	3	"DA: <knowledge> ( tv ) available_options "" 2 "" , decade "" 2010er "" , director "" Lee Chang-Hee "" , douban_score "" 8.4 "" , episode_length "" 60 Minuten "" , episodes "" 10 Folgen "" , name_list "" Ich bin Si-wan, Lee Dong-wook, Lee Jung-eun und Lee Hyun-wook "" , premiere_time "" 31. August 2019 in Südkorea "" , production_country_or_area "" Korea "" , star "" Ich bin Si-wan "" , title "" Die Hölle sind andere Menschen "" , type "" Verbrechen "" <endofknowledge> <state> ( tv ) production_country_or_area equal_to "" südkoreanisch "" , type equal_to "" Krimidrama "" <endofstate> <history> AGENT_ACTS_PREV: ( tv ) recommend title equal_to "" Die Hölle sind andere Menschen "" AGENT_ACTS: ( tv ) inform name_list equal_to "" Im Wung Jae, Lee Dong Wook, Lee Jung-eun und Lee Hyun Wook "" USER: Gut, und wann war die Premiere? <endofhistory>"	"( tv ) inform premiere_time equal_to "" wurde am 31. August 2019 in Südkorea uraufgeführt """	premiere_time	wurde am 31. August 2019 in Südkorea uraufgeführt
tv_goal_3-41_v2###9786	5	"DST: <state> ( tv ) production_country_or_area equal_to "" südkoreanisch "" , type equal_to "" Krimidrama "" <endofstate> <history> AGENT_ACTS_PREV: ( tv ) inform premiere_time equal_to "" wurde am 31. August 2019 in Südkorea uraufgeführt "" AGENT_ACTS: ( tv ) inform episode_length equal_to "" 60 Minuten "" USER: WAHR. Ich möchte auch, dass Sie mir helfen, eine gute komödielle Fernsehsendung zu finden. <endofhistory>"	"( tv ) type equal_to "" Komödie """	type	Komödie
movie_goal_3-3###6899	4	"DST: <state> ( movie ) production_country_or_area equal_to "" amerikanisch "" , type equal_to "" Actionfilm "" <endofstate> <history> AGENT_ACTS_PREV: ( movie ) recommend title equal_to "" Piraten der Karibik "" AGENT_ACTS: ( movie ) inform Douban_score equal_to "" 8.7 "" USER: Aha. Ich möchte auch einen indischen Actionfilm sehen. Können Sie mir eine Empfehlung geben? <endofhistory>"	"( movie ) production_country_or_area equal_to "" indisch "" , type equal_to "" Actionfilme """	type	Actionfilme
Car_goal_3-43###4150	1	DST: <state> null <endofstate> <history> USER: Hallo, ich möchte mir einen Notchback kaufen und vertraue SAIC Volkswagen. Normalerweise werden wir nur 3 Personen sein, die darin fahren. Könnt ihr mir ein gutes Modell empfehlen? <endofhistory>	"( car ) brand equal_to "" SAIC-Volkswagen "" , classification equal_to "" Stufenheck "" , number_of_seats equal_to "" 3 """	brand	SAIC-Volkswagen
Car_goal_3-43###4150	1	DST: <state> null <endofstate> <history> USER: Hallo, ich möchte mir einen Notchback kaufen und vertraue SAIC Volkswagen. Normalerweise werden wir nur 3 Personen sein, die darin fahren. Könnt ihr mir ein gutes Modell empfehlen? <endofhistory>	"( car ) brand equal_to "" SAIC-Volkswagen "" , classification equal_to "" Stufenheck "" , number_of_seats equal_to "" 3 """	classification	Stufenheck
Car_goal_3-43###4150	2	"DA: <knowledge> ( car ) 4wd "" Zweirad "" , available_options "" 8 "" , brand "" SAIC-Volkswagen "" , classification "" Stufenheck "" , cruise_control_system "" Stimmt "" , heated_seats "" FALSCH "" , hybrid "" Gas "" , name "" Santana 1.5L Automatische Komfortversion "" , number_of_seats "" 5 "" , parking_assist_system "" FALSCH "" , power_level "" normal "" , price "" 111.800 "" , pricerange "" <150.000 "" , series "" Weihnachtsmann "" , size "" klein oder mittelgroß "" , ventilated_seats "" FALSCH "" <endofknowledge> <state> ( car ) brand equal_to "" SAIC-Volkswagen "" , classification equal_to "" Stufenheck "" , number_of_seats equal_to "" 3 "" <endofstate> <history> AGENT_ACTS: ( car ) recommend name equal_to "" Santana 1.5L Automatische Komfortversion "" USER: Wie teuer ist dieses Modell? <endofhistory>"	"( car ) inform price equal_to "" 111.800 Yuan """	price	111.800 Yuan
Car_goal_3-43###4150	3	"DA: <knowledge> ( car ) 4wd "" Zweirad "" , available_options "" 8 "" , brand "" SAIC-Volkswagen "" , classification "" Stufenheck "" , cruise_control_system "" Stimmt "" , heated_seats "" FALSCH "" , hybrid "" Gas "" , name "" Santana 1.5L Automatische Komfortversion "" , number_of_seats "" 5 "" , parking_assist_system "" FALSCH "" , power_level "" normal "" , price "" 111.800 "" , pricerange "" <150.000 "" , series "" Weihnachtsmann "" , size "" klein oder mittelgroß "" , ventilated_seats "" FALSCH "" <endofknowledge> <state> ( car ) brand equal_to "" SAIC-Volkswagen "" , classification equal_to "" Stufenheck "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) recommend name equal_to "" Santana 1.5L Automatische Komfortversion "" AGENT_ACTS: ( car ) inform price equal_to "" 111.800 Yuan "" USER: Hat es einen Tempomat? <endofhistory>"	"( car ) inform cruise_control_system equal_to "" Ja """	cruise_control_system	Ja
Car_goal_3-43###4150	4	"DST: <state> ( car ) brand equal_to "" SAIC-Volkswagen "" , classification equal_to "" Stufenheck "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) inform price equal_to "" 111.800 Yuan "" AGENT_ACTS: ( car ) inform cruise_control_system equal_to "" Ja "" USER: Hat er Sitzheizungen? <endofhistory>"	"( car ) brand equal_to "" SAIC-Volkswagen "" , classification equal_to "" Stufenheck "" , number_of_seats equal_to "" 3 """	number_of_seats	3
Car_goal_3-43###4150	4	"DA: <knowledge> ( car ) 4wd "" Zweirad "" , available_options "" 8 "" , brand "" SAIC-Volkswagen "" , classification "" Stufenheck "" , cruise_control_system "" Stimmt "" , heated_seats "" FALSCH "" , hybrid "" Gas "" , name "" Santana 1.5L Automatische Komfortversion "" , number_of_seats "" 5 "" , parking_assist_system "" FALSCH "" , power_level "" normal "" , price "" 111.800 "" , pricerange "" <150.000 "" , series "" Weihnachtsmann "" , size "" klein oder mittelgroß "" , ventilated_seats "" FALSCH "" <endofknowledge> <state> ( car ) brand equal_to "" SAIC-Volkswagen "" , classification equal_to "" Stufenheck "" , number_of_seats equal_to "" 3 "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) inform price equal_to "" 111.800 Yuan "" AGENT_ACTS: ( car ) inform cruise_control_system equal_to "" Ja "" USER: Hat er Sitzheizungen? <endofhistory>"	"( car ) inform heated_seats equal_to "" verfügt leider nicht über """	heated_seats	verfügt leider nicht über
train_goal_2-69_v2###10801	1	DST: <state> null <endofstate> <history> USER: Ich komme aus Peking und werde nächsten Donnerstag eine Reise nach Shenzhen unternehmen. Können Sie mir helfen, einen Hochgeschwindigkeitszug zu finden, der nächsten Donnerstagmorgen abfährt? Ich möchte in der ersten Klasse reisen. <endofhistory>	"( train ) classification equal_to "" Hochgeschwindigkeitszug "" , date equal_to "" nächsten Donnerstagmorgen "" , departure equal_to "" Peking "" , destination equal_to "" Shenzhen "" , seat_type equal_to "" erste Klasse """	seat_type	erste Klasse
train_goal_2-69_v2###10801	3	"DA: <knowledge> ( train ) arrival_time "" 18:37 Uhr an diesem Tag "" , available_options "" 1 "" , classification "" schnelle Geschwindigkeit "" , date "" nächsten Donnerstagmorgen "" , departure "" Peking "" , departure_time "" 10:00 Uhr an diesem Tag "" , destination "" Shenzhen "" , duration "" 8 Stunden und 37 Minuten "" , seat_type "" erste Klasse "" , ticket_price "" 1479,5 Yuan "" , train_number "" G79, from Beijingxi to Shenzhenbei "" <endofknowledge> <state> ( train ) classification equal_to "" Hochgeschwindigkeitszug "" , date equal_to "" nächsten Donnerstagmorgen "" , departure equal_to "" Peking "" , destination equal_to "" Shenzhen "" , seat_type equal_to "" erste Klasse "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) recommend train_number equal_to "" G79, from Beijingxi to Shenzhenbei "" AGENT_ACTS: ( train ) inform departure_time equal_to "" 10:00 Uhr an diesem Tag "" USER: Wie viel kostet ein erste Klasse Ticket? <endofhistory>"	"( train ) inform ticket_price equal_to "" 1.479,5 Yuan """	ticket_price	1.479,5 Yuan
train_goal_2-69_v2###10801	5	"DA: <knowledge> ( train ) arrival_time "" 18:37 Uhr an diesem Tag "" , available_options "" 2 "" , classification "" schnelle Geschwindigkeit "" , date "" nächsten Dienstagmorgen "" , departure "" Peking "" , departure_time "" 10:00 Uhr an diesem Tag "" , destination "" Shenzhen "" , duration "" 8 Stunden und 37 Minuten "" , seat_type "" erste Klasse "" , ticket_price "" 1479,5 Yuan "" , train_number "" G79, from Beijingxi to Shenzhenbei "" <endofknowledge> <state> ( train ) classification equal_to "" Hochgeschwindigkeitszug "" , date equal_to "" nächsten Dienstagmorgen "" , departure equal_to "" Peking "" , destination equal_to "" Shenzhen "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) inform ticket_price equal_to "" 1.479,5 Yuan "" AGENT_ACTS: ( train ) recommend train_number equal_to "" G79, from Beijingxi to Shenzhenbei "" USER: Ist die Abfahrtszeit die gleiche wie am nächsten Donnerstag? <endofhistory>"	"( train ) inform departure_time equal_to "" 10:00 Uhr am Morgen dieses Tages """	departure_time	10:00 Uhr am Morgen dieses Tages
flight_goal_4-60###608	1	DST: <state> null <endofstate> <history> USER: Ich habe gerade mit meinem Partner Schluss gemacht und hoffe, einen Ort zum Entspannen zu finden, aber ich weiß nicht, wohin ich gehen soll. Gibt es nächsten Dienstag Flüge von Guangzhou nach Xiamen? Ich möchte meine Zeit alleine am Meer verbringen. <endofhistory>	"( flight ) date equal_to "" Nächsten Dienstag "" , departure equal_to "" Kanton "" , destination equal_to "" Xiamen """	date	Nächsten Dienstag
flight_goal_4-60###608	1	DST: <state> null <endofstate> <history> USER: Ich habe gerade mit meinem Partner Schluss gemacht und hoffe, einen Ort zum Entspannen zu finden, aber ich weiß nicht, wohin ich gehen soll. Gibt es nächsten Dienstag Flüge von Guangzhou nach Xiamen? Ich möchte meine Zeit alleine am Meer verbringen. <endofhistory>	"( flight ) date equal_to "" Nächsten Dienstag "" , departure equal_to "" Kanton "" , destination equal_to "" Xiamen """	departure	Kanton
