movie_tv_goal_4-21###6617	4	"DA: <knowledge> ( tv ) available_options "" 1 "" , decade "" 2010s "" , director "" Nobuhiro Doi "" , douban_score "" 9.1 "" , episode_length "" 45 minutes "" , episodes "" 10 episodes "" , name_list "" Matsu Takako/Mitsushima Hikari/Takahashi Issey "" , premiere_time "" 2017-01-17 in Japan "" , production_country_or_area "" Japan "" , star "" Matsu Takako "" , title "" Quartet "" , type "" suspenseful "" <endofknowledge> <state> ( tv ) decade equal_to "" 2010s "" , production_country_or_area equal_to "" Japanese TV show "" , type equal_to "" suspenseful "" <endofstate> <history> AGENT_ACTS_PREV: ( tv ) request type AGENT_ACTS: ( tv ) recommend title equal_to "" Quartet "" USER: When did it premiere? <endofhistory>"	"( tv ) inform premiere_time equal_to "" January 17, 2017 """	premiere_time	January 17, 2017
movie_tv_goal_1-18###6346	4	"DA: <knowledge> ( movie ) available_options "" 1 "" , decade "" 2000s "" , director "" Jay Chou "" , douban_score "" 7.8 "" , film_length "" 101 minutes "" , name_list "" Jay Chou/Gwei Lun-mei/Anthony Wong/Su Ming-ming "" , production_country_or_area "" Taiwan, China "" , release_date "" 2007-07-27 in Taiwan, China / 2007-07-31 in the Chinese mainland "" , star "" Jay Chou "" , title "" Secret "" , type "" romantic "" <endofknowledge> <state> ( movie ) decade equal_to "" the 2000s "" , production_country_or_area equal_to "" Taiwan, China "" , type equal_to "" romantic movie "" <endofstate> <history> AGENT_ACTS_PREV: ( movie ) recommend title equal_to "" Secret "" AGENT_ACTS: ( movie ) inform film_length equal_to "" 101 minutes "" , inform name_list equal_to "" Jay Chou, Gwei Lun-mei, Anthony Wong Chau Sang and Su Mingming. "" USER: When did it premiere? <endofhistory>"	"( movie ) inform release_date equal_to "" July 27, 2007, in Taiwan and on July 31 of the same year on the Chinese mainland """	release_date	July 27, 2007, in Taiwan and on July 31 of the same year on the Chinese mainland
weather_goal_3-46###734	3	"DA: <knowledge> ( weather ) available_options "" 1 "" , city "" Beijing "" , date "" next Friday "" , tamperature "" The maximum temperature will be 8 degrees Celsius and the minimum temperature will be -3 degrees Celsius "" , uv_intensity "" strong "" , weather_condition "" cloudy and later sunny "" , wind "" northwest force 3-4 "" <endofknowledge> <state> ( weather ) city equal_to "" Beijing "" , date equal_to "" next Friday "" <endofstate> <history> AGENT_ACTS_PREV: ( weather ) request date AGENT_ACTS: ( weather ) inform weather_condition equal_to "" cloudy and later sunny "" USER: Will the sun be strong? How about the UV intensity? <endofhistory>"	"( weather ) inform UV_intensity equal_to "" The UV intensity will be high, """	UV_intensity	The UV intensity will be high,
weather_goal_3-46###734	5	"DA: <knowledge> ( weather ) available_options "" 1 "" , city "" Beijing "" , date "" next Wednesday "" , tamperature "" The maximum temperature will be 8 degrees Celsius, and the minimum temperature will be −5 degrees Celsius. "" , uv_intensity "" strong "" , weather_condition "" sunny to cloudy "" , wind "" southeast force 2 "" <endofknowledge> <state> ( weather ) city equal_to "" Beijing "" , date equal_to "" next Wednesday "" <endofstate> <history> AGENT_ACTS_PREV: ( weather ) inform UV_intensity equal_to "" The UV intensity will be high, "" AGENT_ACTS: ( weather ) inform wind equal_to "" northwest force 3-4 "" USER: Please help me check the weather for next Wednesday. <endofhistory>"	"( weather ) inform weather_condition equal_to "" sunny and then cloudy """	weather_condition	sunny and then cloudy
attraction_restaurant_goal_4-17###5160	4	"DA: <knowledge> ( attraction ) address "" No. 158, Linwu Road, Jinting Town, Wuzhong District, Suzhou "" , area "" Wuzhong District "" , available_options "" 1 "" , consumption "" cheap "" , features "" Xishan Mountain is the biggest island in Taihu Lake. From the island, you can get a great view of the misty lake. "" , metro_station "" false "" , name "" Xishan Mountain "" , opening_hours "" 08:00-16:30 "" , phone_number "" 0512-66310058 "" , score "" 4.4 "" , the_most_suitable_people "" family-friendly "" , ticket_price "" 45 yuan "" , type "" landscape scenic spot "" , ( restaurant ) address "" S3015, F3, Wanbao Plaza, Songling "" , area "" Wujiang District "" , available_options "" 1 "" , business_hours "" 10:00–22:00, Monday to Sunday "" , cuisine "" Hotpot "" , dishes "" the shrimp balls "" , metro_station "" false "" , name "" Chongqing De Zhuang Hot Pot "" , per_capita_consumption "" 130 yuan "" , phone_number "" 0512-88982265 "" , pricerange "" slightly expensive "" , score "" 4.5 "" <endofknowledge> <state> ( attraction ) name equal_to "" Xishan Island Scenic Area "" , ( restaurant ) name equal_to "" Chongqing De Zhuang Hot Pot "" <endofstate> <history> AGENT_ACTS_PREV: ( attraction ) general , inform score equal_to "" 4.4 "" AGENT_ACTS: ( restaurant ) general , inform score equal_to "" 4.5 "" USER: Ok, so where is it? <endofhistory>"	"( restaurant ) inform address equal_to "" It is at No. S3015, 3F of Wanbao Plaza, Songling Town. """	address	It is at No. S3015, 3F of Wanbao Plaza, Songling Town.
restaurant_goal_1-32###289	1	"DA: <knowledge> ( restaurant ) address "" the 3F floor, just beside the lift of CR Vanguard, No. 128, Jiuhua Road "" , area "" Wuzhong District "" , available_options "" 1 "" , business_hours "" 10:00–22:00, Monday to Sunday "" , cuisine "" Northwestern "" , dishes "" fried mutton with shallot "" , metro_station "" false "" , name "" Yang Guan Gu Ren "" , per_capita_consumption "" 87 yuan "" , phone_number "" 0512-65074650 "" , pricerange "" moderate "" , score "" 4.8 "" <endofknowledge> <state> ( restaurant ) area equal_to "" Wuzhong District "" , cuisine equal_to "" Northwest cuisine "" <endofstate> <history> USER: Hello! I'm from out-of-town and here in Suzhou on a trip with my family! We're staying in Wuzhong District and I want to find a restaurant where we can have some delicious Northwest cuisine. The price does not matter. Could you recommend a restaurant? <endofhistory>"	"( restaurant ) recommend name equal_to "" Yangguanguren Restaurant """	name	Yangguanguren Restaurant
attraction_hotel_goal_3-14_v2###2085	3	"DA: <knowledge> ( attraction ) address "" No. 188, Shantang Street, Mudu Town, Wuzhong District, Suzhou City "" , area "" Wuzhong District "" , available_options "" 1 "" , consumption "" cheap "" , features "" a water town featuring gardens. You can visit classical gardens such as Yanjia Garden, go on a boat ride and enjoy the flowing water. "" , metro_station "" false "" , name "" Mudu Town "" , opening_hours "" 08:30-17:00 "" , phone_number "" 0512-66514042 "" , score "" 4.4 "" , the_most_suitable_people "" friends "" , ticket_price "" free "" , type "" water town "" <endofknowledge> <state> ( attraction ) consumption equal_to "" cheaper "" , name equal_to "" Mudu Town "" , type equal_to "" water town "" <endofstate> <history> AGENT_ACTS_PREV: ( attraction ) recommend name equal_to "" Mudu Town "" AGENT_ACTS: ( attraction ) inform score equal_to "" 4.4 "" USER: Anything special to see there? <endofhistory>"	"( attraction ) inform features equal_to "" The key feature of it is the garden. You can visit classical gardens such as Yanjia Garden, go on a boat ride and enjoy the flowing water. """	features	The key feature of it is the garden. You can visit classical gardens such as Yanjia Garden, go on a boat ride and enjoy the flowing water.
tv_goal_1-57_v2###9567	1	"DA: <knowledge> ( tv ) available_options "" 1 "" , decade "" 2010s "" , director "" Jonathan Nolan "" , douban_score "" 8.9 "" , episode_length "" 60 minutes "" , episodes "" 10 episodes "" , name_list "" Evan Rachel Wood/Anthony Hopkins/Ed Harris "" , premiere_time "" 2016-10-02 in America "" , production_country_or_area "" America "" , star "" Evan Rachel Wood "" , title "" Westworld Season 1 "" , type "" sci-fi "" <endofknowledge> <state> ( tv ) decade equal_to "" 2010s "" , production_country_or_area equal_to "" American "" , type equal_to "" science fiction TV show "" <endofstate> <history> USER: Hi, I get bored staying home on weekends and I'm looking for a nice TV show. Could you recommend an American science fiction TV show from the 2010s? <endofhistory>"	"( tv ) recommend title equal_to "" the first season of Westworld """	title	the first season of Westworld
restaurant_hotel_goal_1-6_v2###2035	4	"DA: <knowledge> ( hotel ) address "" No. 259, Xinshi Road, Gusu District, Suzhou "" , area "" Gusu District "" , available_options "" 14 "" , hotel_type "" resort "" , name "" Pan Pacific Suzhou "" , parking "" free "" , phone_number "" 0512-65103388 "" , pricerange "" slightly expensive "" , room_charge "" 592 yuan "" , room_type "" king-size room "" , score "" 4.6 "" , star "" 5 "" , ( restaurant ) address "" the B1F of Izumiya Department Store, No. 211, Changjiang Road "" , area "" Suzhou New District "" , available_options "" 1 "" , business_hours "" 10:00-21:30, Monday to Sunday "" , cuisine "" Jiangsu-Zhejiang "" , dishes "" Tofu Pudding "" , metro_station "" true "" , name "" Dream of Taoyuan "" , per_capita_consumption "" 31 yuan "" , phone_number "" 0512-68207978 "" , pricerange "" cheap "" , score "" 4.5 "" <endofknowledge> <state> ( hotel ) star equal_to "" 5 "" , ( restaurant ) area equal_to "" Suzhou New District "" , cuisine equal_to "" Jiangsu-Zhejiang cuisine "" , name equal_to "" Dream of Taoyuan "" <endofstate> <history> AGENT_ACTS_PREV: ( restaurant ) inform business_hours equal_to "" 10:00-21:30, Monday to Sunday "" AGENT_ACTS: ( restaurant ) inform score equal_to "" 4.5 "" USER: I want to find a 5-star hotel nearby. <endofhistory>"	"( hotel ) recommend name equal_to "" New City Grand Rezen Hotel """	name	New City Grand Rezen Hotel
restaurant_goal_3-32###5385	2	"DA: <knowledge> ( restaurant ) address "" No.428, East Ganjiang Road "" , area "" Gusu District "" , available_options "" 1 "" , business_hours "" 10:00–22:00, Monday to Sunday "" , cuisine "" Northwestern "" , dishes "" Xinjiang Big Plate Chicken "" , metro_station "" true "" , name "" Beijiang Restaurant "" , per_capita_consumption "" 67 yuan "" , phone_number "" 0512-67557020 "" , pricerange "" cheap "" , score "" 4.4 "" <endofknowledge> <state> ( restaurant ) name equal_to "" Beijiang Restaurant "" <endofstate> <history> AGENT_ACTS: ( restaurant ) inform per_capita_consumption equal_to "" 67 yuan "" USER: How about its opening hours? <endofhistory>"	"( restaurant ) inform business_hours equal_to "" open 10:00-22:00, Monday to Sunday. """	business_hours	open 10:00-22:00, Monday to Sunday.
restaurant_goal_3-32###5385	3	"DA: <knowledge> ( restaurant ) address "" No.428, East Ganjiang Road "" , area "" Gusu District "" , available_options "" 1 "" , business_hours "" 10:00–22:00, Monday to Sunday "" , cuisine "" Northwestern "" , dishes "" Xinjiang Big Plate Chicken "" , metro_station "" true "" , name "" Beijiang Restaurant "" , per_capita_consumption "" 67 yuan "" , phone_number "" 0512-67557020 "" , pricerange "" cheap "" , score "" 4.4 "" <endofknowledge> <state> ( restaurant ) name equal_to "" Beijiang Restaurant "" <endofstate> <history> AGENT_ACTS_PREV: ( restaurant ) inform per_capita_consumption equal_to "" 67 yuan "" AGENT_ACTS: ( restaurant ) inform business_hours equal_to "" open 10:00-22:00, Monday to Sunday. "" USER: What are its recommended dishes? <endofhistory>"	"( restaurant ) inform dishes equal_to "" Xinjiang Big Plate Chicken. """	dishes	Xinjiang Big Plate Chicken.
PC_goal_2-50_v2###10456	1	"DA: <knowledge> ( pc ) available_options "" 1 "" , brand "" Lenovo "" , colour "" mainly blue "" , computer_type "" laptop "" , cpu "" Intel Core i5 "" , cpu_model "" Intel Core i5-8250U "" , features "" PCIE SSD, double hard drives, quick charge, and Type-c port "" , game_performance "" entry-level "" , gpu_category "" integrated graphics card "" , gpu_model "" other "" , hard_disk_capacity "" 256GB SSD "" , memory_capacity "" 8GB "" , operating_system "" Windows 10 "" , price "" 4,999 yuan "" , pricerange "" <5,000 "" , product_name "" Lenovo Xiaoxin Chao 7000 "" , screen_size "" 14-inch "" , series "" Lenovo Xiaoxin Chao 7000 Series "" , standby_time "" >9 hours "" , usage "" lightweight "" , weight "" 1.5-2kg "" <endofknowledge> <state> ( pc ) brand equal_to "" Lenovo "" , memory_capacity equal_to "" 8GB "" , screen_size equal_to "" 14-inch "" , usage equal_to "" lightweight laptop "" <endofstate> <history> USER: Hello, I want to buy a 14-inch lightweight laptop from Lenovo, preferably with a memory capacity of 8GB. <endofhistory>"	"( pc ) greeting , recommend product_name equal_to "" Lenovo 7000 Xiaoxin Chao """	product_name	Lenovo 7000 Xiaoxin Chao
PC_goal_2-50_v2###10456	2	"DST: <state> ( pc ) brand equal_to "" Lenovo "" , memory_capacity equal_to "" 8GB "" , screen_size equal_to "" 14-inch "" , usage equal_to "" lightweight laptop "" <endofstate> <history> AGENT_ACTS: ( pc ) greeting , recommend product_name equal_to "" Lenovo 7000 Xiaoxin Chao "" USER: How much is it? <endofhistory>"	"( pc ) brand equal_to "" Lenovo "" , memory_capacity equal_to "" 8GB "" , screen_size equal_to "" 14-inch "" , series equal_to "" Lenovo Xiaoxin Chao "" , usage equal_to "" lightweight laptop """	series	Lenovo Xiaoxin Chao
PC_goal_2-50_v2###10456	3	"DA: <knowledge> ( pc ) available_options "" 1 "" , brand "" Lenovo "" , colour "" mainly blue "" , computer_type "" laptop "" , cpu "" Intel Core i5 "" , cpu_model "" Intel Core i5-8250U "" , features "" PCIE SSD, double hard drives, quick charge, and Type-c port "" , game_performance "" entry-level "" , gpu_category "" integrated graphics card "" , gpu_model "" other "" , hard_disk_capacity "" 256GB SSD "" , memory_capacity "" 8GB "" , operating_system "" Windows 10 "" , price "" 4,999 yuan "" , pricerange "" <5,000 "" , product_name "" Lenovo Xiaoxin Chao 7000 "" , screen_size "" 14-inch "" , series "" Lenovo Xiaoxin Chao 7000 Series "" , standby_time "" >9 hours "" , usage "" lightweight "" , weight "" 1.5-2kg "" <endofknowledge> <state> ( pc ) brand equal_to "" Lenovo "" , memory_capacity equal_to "" 8GB "" , screen_size equal_to "" 14-inch "" , series equal_to "" Lenovo Xiaoxin Chao "" , usage equal_to "" lightweight laptop "" <endofstate> <history> AGENT_ACTS_PREV: ( pc ) greeting , recommend product_name equal_to "" Lenovo 7000 Xiaoxin Chao "" AGENT_ACTS: ( pc ) inform price equal_to "" 4,999 yuan "" USER: What's its standby time? <endofhistory>"	"( pc ) inform standby_time equal_to "" over 9 hours """	standby_time	over 9 hours
movie_goal_4-6_v2###9995	2	"DA: <knowledge> ( movie ) available_options "" 1 "" , decade "" 2010s "" , director "" Lingo Hsieh "" , douban_score "" 6.9 "" , film_length "" 89 minutes "" , name_list "" Wu Kang-Ren/Hsieh Hsin-Ying/Tanaka Chie/Yen Cheng-Lan "" , production_country_or_area "" Taiwan, China "" , release_date "" 2015-08-20 in Taiwan, China "" , star "" Wu Kang-Ren "" , title "" The Bride "" , type "" horror "" <endofknowledge> <state> ( movie ) production_country_or_area equal_to "" Taiwan, China "" , star equal_to "" Wu Kang-Ren "" <endofstate> <history> AGENT_ACTS: ( movie ) recommend title equal_to "" The Bride "" USER: When did the movie premiere? <endofhistory>"	"( movie ) inform release_date equal_to "" Taiwan, China or August 20, 2015 """	release_date	Taiwan, China or August 20, 2015
movie_goal_4-6_v2###9995	3	"DA: <knowledge> ( movie ) available_options "" 1 "" , decade "" 2010s "" , director "" Lingo Hsieh "" , douban_score "" 6.9 "" , film_length "" 89 minutes "" , name_list "" Wu Kang-Ren/Hsieh Hsin-Ying/Tanaka Chie/Yen Cheng-Lan "" , production_country_or_area "" Taiwan, China "" , release_date "" 2015-08-20 in Taiwan, China "" , star "" Wu Kang-Ren "" , title "" The Bride "" , type "" horror "" <endofknowledge> <state> ( movie ) production_country_or_area equal_to "" Taiwan, China "" , star equal_to "" Wu Kang-Ren "" <endofstate> <history> AGENT_ACTS_PREV: ( movie ) recommend title equal_to "" The Bride "" AGENT_ACTS: ( movie ) inform release_date equal_to "" Taiwan, China or August 20, 2015 "" USER: Who else is starring in it? How long is the movie? <endofhistory>"	"( movie ) inform film_length equal_to "" 89 minutes "" , inform name_list equal_to "" Hsieh Hsin-Ying, Tanaka Chie and Yen Cheng-Lan """	name_list	Hsieh Hsin-Ying, Tanaka Chie and Yen Cheng-Lan
attraction_hotel_goal_1-53###5687	6	"DA: <knowledge> ( attraction ) address "" the east of Yanghan East Road and the west of Shanshenwan Road, Suzhou New District, Suzhou City "" , area "" Suzhou New District "" , available_options "" 1 "" , consumption "" slightly expensive "" , features "" forest-themed. It is like being in a vast forest close to the ocean. "" , metro_station "" false "" , name "" Suzhou Amusement Land Forest and Water World "" , opening_hours "" 09:00-17:00 "" , phone_number "" 0512-68717107 "" , score "" 4.4 "" , the_most_suitable_people "" dating "" , ticket_price "" 198 yuan "" , type "" amusement park "" , ( hotel ) address "" No. 1, Shishan Road, Suzhou New District, Suzhou "" , area "" Suzhou New District "" , available_options "" 1 "" , hotel_type "" resort "" , name "" Suzhou New City Grand Rezen Hotel "" , parking "" free "" , phone_number "" 0512-68182888 "" , pricerange "" slightly expensive "" , room_charge "" 1019 yuan "" , room_type "" standard room "" , score "" 4.8 "" , star "" 5 "" <endofknowledge> <state> ( attraction ) area equal_to "" Suzhou New District "" , name equal_to "" Suzhou Amusement Land Forest and Water World "" , the_most_suitable_people equal_to "" date "" , ( hotel ) area equal_to "" Suzhou New District "" , name equal_to "" New City Grand Rezen Hotel "" , room_type equal_to "" a standard room "" , star equal_to "" 5 "" <endofstate> <history> AGENT_ACTS_PREV: ( hotel ) recommend name equal_to "" New City Grand Rezen Hotel "" AGENT_ACTS: ( hotel ) inform room_type equal_to "" a standard room "" USER: How much is a standard room? I guess it's expensive in a 5-star hotel, right? <endofhistory>"	"( hotel ) inform room_charge equal_to "" 1,019 yuan """	room_charge	1,019 yuan
tv_goal_3-33_v2###9958	2	"DA: <knowledge> ( tv ) available_options "" 2 "" , decade "" 2010s "" , director "" Jun'ichi Ishikawa "" , douban_score "" 9.4 "" , episode_length "" 54 minutes "" , episodes "" 11 episodes "" , name_list "" Sakai Masato/Aragaki Yui/Namase Katsuhisa "" , premiere_time "" 2012-04-17 in Japan "" , production_country_or_area "" Japan "" , star "" Masato Sakai "" , title "" Legal High "" , type "" crime "" <endofknowledge> <state> ( tv ) production_country_or_area equal_to "" Japanese "" , type equal_to "" crime drama "" <endofstate> <history> AGENT_ACTS: ( tv ) recommend title equal_to "" Legal High "" USER: Who are the leading actors? How many episodes does it have? <endofhistory>"	"( tv ) inform episodes equal_to "" 11 episodes "" , inform name_list equal_to "" Sakai Masato, Aragaki Yui and Namase Katsuhisa """	name_list	Sakai Masato, Aragaki Yui and Namase Katsuhisa
tv_goal_3-33_v2###9958	3	"DA: <knowledge> ( tv ) available_options "" 2 "" , decade "" 2010s "" , director "" Jun'ichi Ishikawa "" , douban_score "" 9.4 "" , episode_length "" 54 minutes "" , episodes "" 11 episodes "" , name_list "" Sakai Masato/Aragaki Yui/Namase Katsuhisa "" , premiere_time "" 2012-04-17 in Japan "" , production_country_or_area "" Japan "" , star "" Masato Sakai "" , title "" Legal High "" , type "" crime "" <endofknowledge> <state> ( tv ) production_country_or_area equal_to "" Japan "" , type equal_to "" crime drama "" <endofstate> <history> AGENT_ACTS_PREV: ( tv ) recommend title equal_to "" Legal High "" AGENT_ACTS: ( tv ) inform episodes equal_to "" 11 episodes "" , inform name_list equal_to "" Sakai Masato, Aragaki Yui and Namase Katsuhisa "" USER: When did it premiere? <endofhistory>"	"( tv ) inform premiere_time equal_to "" on April 17, 2012, in Japan """	premiere_time	on April 17, 2012, in Japan
hotel_goal_1-25###5657	3	"DA: <knowledge> ( hotel ) address "" the bus station at No. 67 Guangjian Road, Wuzhong District, Suzhou "" , area "" Wuzhong District "" , available_options "" 1 "" , hotel_type "" business "" , name "" Chengyi Lianhao Hotel "" , parking "" N/A "" , phone_number "" 0512-67079995 "" , pricerange "" cheap "" , room_charge "" 168 yuan "" , room_type "" standard room "" , score "" 4.6 "" , star "" 2 "" <endofknowledge> <state> ( hotel ) area equal_to "" Wuzhong District "" , name equal_to "" Chengyi Lianhao Hotel "" , pricerange equal_to "" cheaper "" , room_type equal_to "" standard rooms "" <endofstate> <history> AGENT_ACTS_PREV: ( hotel ) recommend name equal_to "" Chengyi Lianhao Hotel "" AGENT_ACTS: ( hotel ) inform room_type equal_to "" standard rooms "" USER: Where is the hotel? <endofhistory>"	"( hotel ) inform address equal_to "" opposite the bus station at No. 67, Guangjian Road, Wuzhong District, Suzhou """	address	opposite the bus station at No. 67, Guangjian Road, Wuzhong District, Suzhou
Class_goal_1-24###4046	6	"DA: <knowledge> ( class ) area "" Suzhou New District "" , available_options "" 1 "" , campus "" Xijin Commercial Square, Suzhou New District "" , class_number "" PE6T48010 "" , classroom "" Room 103, Xijin Commercial Square Learning Center "" , day "" Saturday "" , end_date "" April 11, 2020 "" , end_time "" 17:40 "" , grade "" sixth grade "" , hours "" 12 "" , level "" elementary class "" , price "" 960 "" , start_date "" March 7, 2020 "" , start_time "" 15:40 "" , subject "" English "" , teacher "" Chen Panting "" , time "" afternoon "" , times "" 6 "" , type "" face-to-face "" <endofknowledge> <state> ( class ) day equal_to "" Saturday "" , grade equal_to "" sixth grade "" , subject equal_to "" English "" , time equal_to "" afternoon "" <endofstate> <history> AGENT_ACTS_PREV: ( class ) inform hours equal_to "" 12 "" , inform times equal_to "" 6 "" AGENT_ACTS: ( class ) inform start_time equal_to "" 17:40 "" USER: Oh, I almost forgot to ask, how much is it? <endofhistory>"	"( class ) inform price equal_to "" 960 yuan """	price	960 yuan
tv_goal_3-41_v2###9786	1	"DA: <knowledge> ( tv ) Message = No item available. <endofknowledge> <state> ( tv ) production_country_or_area equal_to "" South Korean "" , type equal_to "" crime drama "" <endofstate> <history> USER: Hello? I want to watch a South Korean crime drama in my and I was wondering which one is worth watching? <endofhistory>"	"( tv ) recommend title equal_to "" Hell Is Other People """	title	Hell Is Other People
tv_goal_3-41_v2###9786	2	"DA: <knowledge> ( tv ) Message = No item available. <endofknowledge> <state> ( tv ) production_country_or_area equal_to "" South Korean "" , type equal_to "" crime drama "" <endofstate> <history> AGENT_ACTS: ( tv ) recommend title equal_to "" Hell Is Other People "" USER: All right, who are the main actors? Are there any famous ones? <endofhistory>"	"( tv ) inform name_list equal_to "" Im Wung Jae, Lee Dong Wook, Lee Jung-eun and Lee Hyun Wook """	name_list	Im Wung Jae, Lee Dong Wook, Lee Jung-eun and Lee Hyun Wook
tv_goal_3-41_v2###9786	3	"DA: <knowledge> ( tv ) Message = No item available. <endofknowledge> <state> ( tv ) production_country_or_area equal_to "" South Korean "" , type equal_to "" crime drama "" <endofstate> <history> AGENT_ACTS_PREV: ( tv ) recommend title equal_to "" Hell Is Other People "" AGENT_ACTS: ( tv ) inform name_list equal_to "" Im Wung Jae, Lee Dong Wook, Lee Jung-eun and Lee Hyun Wook "" USER: Good, and when did it premiere? <endofhistory>"	"( tv ) inform premiere_time equal_to "" premiered in South Korea on August 31, 2019 """	premiere_time	premiered in South Korea on August 31, 2019
tv_goal_3-41_v2###9786	4	"DA: <knowledge> ( tv ) Message = No item available. <endofknowledge> <state> ( tv ) production_country_or_area equal_to "" South Korean "" , type equal_to "" crime drama "" <endofstate> <history> AGENT_ACTS_PREV: ( tv ) inform name_list equal_to "" Im Wung Jae, Lee Dong Wook, Lee Jung-eun and Lee Hyun Wook "" AGENT_ACTS: ( tv ) inform premiere_time equal_to "" premiered in South Korea on August 31, 2019 "" USER: Well, then it is a quite new TV show. How about the runtime of each episode? <endofhistory>"	"( tv ) inform episode_length equal_to "" 60 minutes """	episode_length	60 minutes
movie_goal_3-3###6899	4	"DST: <state> ( movie ) production_country_or_area equal_to "" American "" , type equal_to "" action movie "" <endofstate> <history> AGENT_ACTS_PREV: ( movie ) recommend title equal_to "" Pirates of the Caribbean "" AGENT_ACTS: ( movie ) inform Douban_score equal_to "" 8.7 "" USER: I see. I also want to watch an Indian action movie. Can you give me a recommendation? <endofhistory>"	"( movie ) production_country_or_area equal_to "" Indian "" , type equal_to "" action movies """	type	action movies
movie_goal_3-3###6899	6	"DA: <knowledge> ( movie ) available_options "" 4 "" , decade "" 2010s "" , director "" Kabir Khan "" , douban_score "" 8.4 "" , film_length "" 141 minutes "" , name_list "" Salman Khan, Harshaali Malhotra, and Kareena Kapoor "" , production_country_or_area "" India "" , release_date "" 2018-03-02 in the Chinese mainland / 2015-07-17 in India "" , star "" Salman Khan "" , title "" Bajrangi Bhaijaan "" , type "" action "" <endofknowledge> <state> ( movie ) production_country_or_area equal_to "" Indian "" , type equal_to "" action movies "" <endofstate> <history> AGENT_ACTS_PREV: ( movie ) recommend title equal_to "" Bajrangi Bhaijaan "" AGENT_ACTS: ( movie ) inform director equal_to "" Kabir Khan "" USER: Can you help check who's starring in it? <endofhistory>"	"( movie ) inform name_list equal_to "" Salman Khan, Harshaali Malhotra and Kareena Kapoor """	name_list	Salman Khan, Harshaali Malhotra and Kareena Kapoor
Car_goal_3-43###4150	1	"DA: <knowledge> ( car ) Message = No item available. <endofknowledge> <state> ( car ) brand equal_to "" SAIC Volkswagen "" , classification equal_to "" notchback "" , number_of_seats equal_to "" 3 "" <endofstate> <history> USER: Hi, I want to buy a notchback and I trust SAIC Volkswagen. Usually, we will just be 3 people riding in it. Could you recommend a good model for me? <endofhistory>"	"( car ) recommend name equal_to "" Santana 1.5L Automatic Comfort Version """	name	Santana 1.5L Automatic Comfort Version
Car_goal_3-43###4150	2	"DA: <knowledge> ( car ) Message = No item available. <endofknowledge> <state> ( car ) brand equal_to "" SAIC Volkswagen "" , classification equal_to "" notchback "" , number_of_seats equal_to "" 3 "" <endofstate> <history> AGENT_ACTS: ( car ) recommend name equal_to "" Santana 1.5L Automatic Comfort Version "" USER: How much is this model? <endofhistory>"	"( car ) inform price equal_to "" 111,800 yuan """	price	111,800 yuan
Car_goal_3-43###4150	3	"DA: <knowledge> ( car ) 4wd "" two-wheel "" , available_options "" 8 "" , brand "" SAIC Volkswagen "" , classification "" notchback "" , cruise_control_system "" true "" , heated_seats "" false "" , hybrid "" gas "" , name "" Santana 1.5L Automatic Comfort Version "" , number_of_seats "" 5 "" , parking_assist_system "" false "" , power_level "" normal "" , price "" 111,800 "" , pricerange "" <150,000 "" , series "" Santana "" , size "" small- or mid-size "" , ventilated_seats "" false "" <endofknowledge> <state> ( car ) brand equal_to "" SAIC Volkswagen "" , classification equal_to "" notchback "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) recommend name equal_to "" Santana 1.5L Automatic Comfort Version "" AGENT_ACTS: ( car ) inform price equal_to "" 111,800 yuan "" USER: Does it have cruise control? <endofhistory>"	"( car ) inform cruise_control_system equal_to "" Yes """	cruise_control_system	Yes
Car_goal_3-43###4150	4	"DST: <state> ( car ) brand equal_to "" SAIC Volkswagen "" , classification equal_to "" notchback "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) inform price equal_to "" 111,800 yuan "" AGENT_ACTS: ( car ) inform cruise_control_system equal_to "" Yes "" USER: Does it have seat heaters? <endofhistory>"	"( car ) brand equal_to "" SAIC Volkswagen "" , classification equal_to "" notchback "" , number_of_seats equal_to "" 3 """	number_of_seats	3
Car_goal_3-43###4150	4	"DA: <knowledge> ( car ) Message = No item available. <endofknowledge> <state> ( car ) brand equal_to "" SAIC Volkswagen "" , classification equal_to "" notchback "" , number_of_seats equal_to "" 3 "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) inform price equal_to "" 111,800 yuan "" AGENT_ACTS: ( car ) inform cruise_control_system equal_to "" Yes "" USER: Does it have seat heaters? <endofhistory>"	"( car ) inform heated_seats equal_to "" does not have """	heated_seats	does not have
